Module,RegName,Address,DefaultValue,BitRange,Direction,Description
SML1,Reserved,0x50106130,0,(31:31),R/W,
SML1,fssi_rfagc_gain_inc0,0x50106134,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp0,0x50106134,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc1,0x50106138,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp1,0x50106138,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc2,0x5010613C,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp2,0x5010613C,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc3,0x50106140,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp3,0x50106140,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc4,0x50106144,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp4,0x50106144,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc5,0x50106148,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp5,0x50106148,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc6,0x5010614C,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp6,0x5010614C,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc7,0x50106150,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp7,0x50106150,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc8,0x50106154,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp8,0x50106154,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc9,0x50106158,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp9,0x50106158,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc10,0x5010615C,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp10,0x5010615C,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc11,0x50106160,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp11,0x50106160,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc12,0x50106164,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp12,0x50106164,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc13,0x50106168,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp13,0x50106168,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc14,0x5010616C,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp14,0x5010616C,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc15,0x50106170,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp15,0x50106170,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc16,0x50106174,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp16,0x50106174,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc17,0x50106178,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp17,0x50106178,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc18,0x5010617C,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp18,0x5010617C,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc19,0x50106180,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp19,0x50106180,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc20,0x50106184,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp20,0x50106184,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc21,0x50106188,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp21,0x50106188,0,(22:31),R/W,
SML1,fssi_cordic_gain,0x5010618C,0,(0:12),R/W,Cordic gain for the cordic  amplitude correction 
SML1,spare_sml1_otp32,0x5010618C,0,(13:31),R/W,
SML1,txctrl_txldoctrl_word,0x50106190,0,(0:4),R/W,Target control word for TX LDO
SML1,spare_sml1_txldo_word,0x50106190,0,(5:7),R/W,
SML1,txctrl_pi_cntrl_word,0x50106190,0,(8:14),R/W,Control Word going to PI
SML1,spare_sml1_pi_word,0x50106190,0,(15:15),R/W,
SML1,spare_sml1_txldoctrl_pi_word,0x50106190,0,(16:31),R/W,Spare
SML1,fssi_rfagc_gain_inc22,0x50106194,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp22,0x50106194,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc23,0x50106198,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp23,0x50106198,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc24,0x5010619C,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp24,0x5010619C,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc25,0x501061A0,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp25,0x501061A0,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc26,0x501061A4,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp26,0x501061A4,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc27,0x501061A8,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp27,0x501061A8,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc28,0x501061AC,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp28,0x501061AC,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc29,0x501061B0,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp29,0x501061B0,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc30,0x501061B4,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp30,0x501061B4,0,(22:31),R/W,
SML1,fssi_rfagc_gain_inc31,0x501061B8,0,(0:21),R/W,RF AGC gain + 1 (LUT)
SML1,spare_sml1_otp31,0x501061B8,0,(22:31),R/W,
SML1,spare_sml1_otp33,0x501061BC,0,(0:31),R/W,
SML1,txctrl_pactrl_rfclk_gating_on_wait,0x501061C0,0,(0:7),R/W,
SML1,txctrl_pactrl_rfclk_gating_off_wait,0x501061C0,0,(8:15),R/W,
SML1,txctrl_gating_value_bfr_opera_wait,0x501061C0,0,(16:23),R/W,
SML1,txctrl_gating_value_aftr_opera_wait,0x501061C0,0,(24:31),R/W,
SML1,txctrl_pactrl_shut_wait,0x501061C4,0,(0:15),R/W,
SML1,txctrl_pactrl_start_wait,0x501061C4,0,(16:31),R/W,
SML1,txctrl_pactrl_rfclk_gating_bypass,0x501061C8,0,(0:0),R/W,
SML1,Reserved,0x501061C8,0,(1:7),R/W,
SML1,txctrl_pactrl_rfclk_gating,0x501061C8,0,(8:8),R/W,Select the start  whether 0 -> From Regfile 1 -> From GPIO
SML1,Reserved,0x501061C8,0,(9:15),R/W,
SML1,txctrl_pactrl_rfclk_sel,0x501061C8,0,(16:16),R/W,
SML1,Reserved,0x501061C8,0,(17:31),R/W,
SML1,lpcd_txi_ch_sel,0x501061CC,0,(0:1),R/W,
SML1,Reserved,0x501061CC,0,(2:7),R/W,
SML1,pllctrl_temp_ch_sel,0x501061CC,0,(8:9),R/W,
SML1,Reserved,0x501061CC,0,(10:31),R/W,
SML1,fssi_iadcout_path_inv,0x501061D0,0,(0:0),R/W,
SML1,fssi_qadcout_path_inv,0x501061D0,0,(1:1),R/W,
SML1,Reserved,0x501061D0,0,(2:7),R/W,
SML1,fssi_ifdac_path_inv,0x501061D0,0,(8:8),R/W,
SML1,fssi_qfdac_path_inv,0x501061D0,0,(9:9),R/W,
SML1,Reserved,0x501061D0,0,(10:15),R/W,
SML1,fssi_op_phase_inv,0x501061D0,0,(16:16),R/W,
SML1,Reserved,0x501061D0,0,(17:19),R/W,
SML1,fssi_phase_offset,0x501061D0,0,(20:28),R/W,
SML1,Reserved,0x501061D0,0,(29:31),R/W,
SML1,rxctrl_hiflg_inv_mode,0x501061D4,0,(0:0),R/W,
SML1,rxctrl_lwflg_inv_mode,0x501061D4,1,(1:1),R/W,
SML1,Reserved,0x501061D4,0,(2:7),R/W,
SML1,spare_sml1_rom0,0x501061D4,0,(8:31),R/W,Spare
SML1,spare_sml1_rom1,0x501061D8,0,(0:31),R/W,Spare
SML1,spare_sml1_rom2,0x501061DC,0,(0:31),R/W,Spare
SML1,spare_sml1_rom3,0x501061E0,0,(0:31),R/W,Spare
SML1,spare_sml1_rom4,0x501061E4,0,(0:31),R/W,Spare
SML1,spare_sml1_rom5,0x501061E8,65535,(0:31),R/W,Spare
SML1,spare_sml1_rom6,0x501061EC,65535,(0:31),R/W,Spare
SML1,Reserved,0x501061F0,0,(0:31),R/W,
SML1,Reserved,0x501061F4,0,(0:31),R/W,
SML1,Reserved,0x501061F8,0,(0:31),R/W,
SML1,Reserved,0x501061FC,0,(0:31),R/W,
SML1,pllctrl_en,0x50106200,1,(0:0),R/W,Enable PLL Ctrl
SML1,Reserved,0x50106200,0,(1:7),R/W,
SML1,pllctrl_rst,0x50106200,0,(8:8),R/W,Reset of PLL Controller
SML1,Reserved,0x50106200,0,(9:31),R/W,
SML1,lpcd_detune_rst,0x50106204,0,(0:0),R/W,Synchronous Reset
SML1,Reserved,0x50106204,0,(1:7),R/W,
SML1,lpcd_detune_en,0x50106204,1,(8:8),R/W,Enable/Disable of lpcd detune
SML1,Reserved,0x50106204,0,(9:31),R/W,
SML1,rfcol_rst,0x50106208,0,(0:0),R/W,Synchronous Reset
SML1,Reserved,0x50106208,0,(1:7),R/W,
SML1,rfcol_en,0x50106208,1,(8:8),R/W,Enable/Disable(hold) RF Collision Avoidance blocK
SML1,Reserved,0x50106208,0,(9:31),R/W,
SML1,fssi_reset,0x5010620C,0,(0:0),R/W,Synchronous Reset
SML1,Reserved,0x5010620C,0,(1:7),R/W,
SML1,fssi_enable,0x5010620C,1,(8:8),R/W,Enable of fssi calculator
SML1,Reserved,0x5010620C,0,(9:31),R/W,
SML1,thermal_protection_en,0x50106210,1,(0:0),R/W,Enable/Disable of thermal protection error
SML1,Reserved,0x50106210,0,(1:7),R/W,
SML1,thermal_protection_rst,0x50106210,0,(8:8),R/W,Synchronous Reset
SML1,Reserved,0x50106210,0,(9:31),R/W,
SML1,rxctrl_en,0x50106214,1,(0:0),R/W,Enable RX Ctrl
SML1,Reserved,0x50106214,0,(1:7),R/W,
SML1,rxctrl_rst,0x50106214,0,(8:8),R/W,Reset of Rx Ctrl
SML1,Reserved,0x50106214,0,(9:31),R/W,
SML1,txctrl_en,0x50106218,1,(0:0),R/W,Enable TX Ctrl
SML1,Reserved,0x50106218,0,(1:7),R/W,
SML1,txctrl_sync_rst,0x50106218,0,(8:8),R/W,Reset of TX Ctrl
SML1,Reserved,0x50106218,0,(9:31),R/W,
SML1,err_handler_en,0x5010621C,1,(0:0),R/W,Enable of Error Handler
SML1,Reserved,0x5010621C,0,(1:7),R/W,
SML1,err_handler_sync_rst,0x5010621C,0,(8:8),R/W,Reset of Error Handler
SML1,Reserved,0x5010621C,0,(9:31),R/W,
SML1,pllctrl_vcocal_mode,0x50106220,0,(0:1),R/W,VCO cal mode 
SML1,pllctrl_vcocal_temp_threshold,0x50106220,0,(2:14),R/W,A threshold that is compared with the  the difference between the sampled temperature and the current tempertature
SML1,pllctrl_vcocal_temp_constant_sign,0x50106220,0,(15:15),R/W,A control signal to be passed the VCO calibration to update the VCO tempertaure compensation contant  either to pass the value of its inverted version
SML1,spare_pllctrl_vcocal_ta,0x50106220,0,(16:31),R/W,
SML1,pllctrl_lmac_bpsk_bypass_check,0x50106224,0,(0:0),R/W,Control to check bpsk bypass
SML1,pllctrl_lmac_iq_bypass_check,0x50106224,0,(1:1),R/W,Control to check iq  bypass
SML1,pllctrl_tdc_hold,0x50106224,0,(2:2),R/W,Control to check if it's required to hold either TDC or not
SML1,spare_pllctrl_tdc_ta,0x50106224,0,(3:31),R/W,
SML1,pllctrl_xo_en,0x50106228,0,(0:0),R/W,
SML1,pllctrl_xo_bypass_en,0x50106228,0,(1:1),R/W,
SML1,pllctrl_xo_bias_en,0x50106228,0,(2:2),R/W,
SML1,pllcctrl_xo_buff_en,0x50106228,0,(3:3),R/W,
SML1,pllctrl_xo_spare,0x50106228,0,(4:31),R/W,
SML1,pllctrl_mode,0x5010622C,0,(0:3),R/W,Define TA mode of operation                                        0000 -> Enable Xosc                                        0001  -> Disable Xosc                                        0010  -> Enable External Clock Request                                        0011  -> Disable External Clock Request                                        0100  -> VCO Cal                                        0101  -> PLL Adj Lk                                        0110  -> Swtich Clock to PLL                                        0111  -> Swtich Clock to LP                                        1000  -> Freq Adjust                                        1001 -> Phase Adjust                                        1010  -> Enable LP Osc                                        1011  -> Disable LP Osc                                        1100  -> Load Sigma delate defualts
SML1,pllctrl_wait,0x5010622C,0,(4:20),R/W,Time Required to wait (up to 5 ms @ 13.56 MHz)
SML1,pllctrl_start_mode,0x5010622C,0,(21:21),R/W,Define which mode of start operation :                                                0 -> RegFile                                                1 -> GPIO
SML1,spare_pllctrl_general_ta,0x5010622C,0,(22:31),R/W,
SML1,pllctrl_start,0x50106230,0,(0:0),R/W,Trigger the Start of operation From RegFile 
SML1,Reserved,0x50106230,0,(1:7),R/W, 
SML1,pllctrl_done_clr,0x50106230,0,(8:8),R/W,Clear Signal to the flag that indicates that PLL Controller operation is complete 
SML1,Reserved,0x50106230,0,(9:15),R/W,
SML1,spare_pllctrl_strt_ta,0x50106230,0,(16:31),R/W,
SML1,pllctrl_done,0x50106234,0,(0:0),R,Flag to indicate that PLL Controller operation is complete
SML1,spare_pllctrl_status_ta1,0x50106234,0,(1:7),R,
SML1,pllctrl_vcocal_error,0x50106234,0,(8:8),R,Error flag for the VCO calibration opeartion to higher layer
SML1,pllctrl_vcocal_exceedlmtflag,0x50106234,0,(9:9),R, Error flag indicated calculated NF value exceed the expected limits to higher layer 
SML1, pllctrl_vcocal_nf_error,0x50106234,0,(10:10),R,Error flag for the NF calculation opeartion to higher laye
SML1,spare_pllctrl_status_ta2,0x50106234,0,(11:15),R,
SML1,pllctrl_tdcint_frqtdcerr,0x50106234,0,(16:16),R, Error flag indicates that the specified trials number has been exceeded without getting succcessful reaading from analog TDC to higher level 
SML1,pllctrl_tdcint_ftdcreadingerrflag,0x50106234,0,(17:17),R,Error flag indicates that the input TDC reading value is incorrect (0 or leads to negative value after adding offset  or leads to integer part > 1 in the divison output) to higher level 
SML1,pllctrl_tdcint_frqtdcexeedlmtflag,0x50106234,0,(18:18),R,Error flag indicates that the calculated delta_f_frqtdc exceeds the specified limit to higher level 
SML1,spare_pllctrl_status_ta3,0x50106234,0,(19:31),R,
SML1,spare_pllctrl_ta1,0x50106238,0,(0:31),R/W,
SML1,spare_pllctrl_ta2,0x5010623C,0,(0:31),R/W,
SML1,spare_rd_pllctrl_ta,0x50106240,0,(0:31),R,
SML1,rxctrl_rfagc_amp_pause_det_mode_en,0x50106244,0,(0:0),R/W,Enable Triggering the Amplitude Pause detector after any TA RF agc apply 
SML1,rxctrl_rfagc_amp_pause_det_wait_before_assert,0x50106244,0,(1:6),R/W,Wait time between De-asserting Amplitude pasued detector apply and asserting(4.4 us @13.56 MHz) 
SML1,rxctrl_rfagc_conf_settling_time,0x50106244,0,(7:12),R/W,Time to wait after setting the modes and other configurations for SML0 blocks(4.4 us @13.56 MHz) 
SML1,rxctrl_rfagc_done_wait_time,0x50106244,0,(13:29),R/W,Time to wait before considering the RFAGC has finished its operation (5ms @13.56)
SML1,spare_rxctrl_rfagc_config,0x50106244,0,(30:31),R/W,1001 1010 1011 1100
SML1,rxctrl_rfagc_mode_pre_mdmdctfrm,0x50106248,0,(0:1),R/W,Mode control (SAR  INC/DEC  Single/Multiple steps)                                                                           00 -> SAR                                                                           01-> INC/DEC                                                                           10-> Single/Multiple steps
SML1,rxctrl_rfagc_stepsize_pre_mdmdctfrm,0x50106248,0,(2:4),R/W,Control of INC/DEC mode step size
SML1,rxctrl_rfagc_maxnsteps_pre_mdmdctfrm,0x50106248,0,(5:6),R/W,Control of INC/DEC mode max number of steps
SML1,rxctrl_rfagc_sync_time,0x50106248,0,(7:9),R/W,Time to wait after setting RF agc confgurations or sampling the Hi/Low flags
SML1,rxctrl_rfagc_mntr_req_en,0x50106248,0,(10:10),R/W,Enable the RF AGC Monitor Requests
SML1,spare_rxctrl_rfagc_setting,0x50106248,0,(11:31),R/W,
SML1,rxctrl_dcoc_conf_settling_time,0x5010624C,0,(0:5),R/W,Time to wait after setting the modes and other configurations for SML0 blocks(4.4 us @13.56 MHz)
SML1,rxctrl_dcoc_rfagc_sync_time,0x5010624C,0,(6:11),R/W,Time to wait after setting RF agc confgurations or sampling the Hi/Low flags
SML1,rxctrl_dcoc_wait_after_apply,0x5010624C,0,(12:28),R/W,Time to wait after DCOC apply (5ms @ 13.56)
SML1,spare_rxctrl_dcoc_config,0x5010624C,0,(29:31),R/W,
SML1,rxctrl_dcoc_mode_pre_mdmdctfrm,0x50106250,0,(0:2),R/W,Mode control                         000 -> SAR-M                        001 -> DWE-S                        010 -> DWE-M                         011 -> GCTA                        100 -> SWA-C                        101 -> SWA-F
SML1,rxctrl_dcoc_rfagc_mntr,0x50106250,0,(3:3),R/W, Enable the RF AGC Monitoring during DCOC
SML1,rxctrl_dcoc_rfagc_mntr_dcoc_order,0x50106250,0,(4:4),R/W,Define whether to start RF AGC monitor first or DCOC                                                                           0 -> RF AGC Monitor first                                                                           1- > DCOC first
SML1,rxctrl_dcoc_rfagc_mntr_dcoc_wait_time,0x50106250,0,(5:10),R/W,Time between applying RF AGC and DCOC or vice versa (4.4 us @13.56 MHz)
SML1,spare_rxctrl_dcoc_setting,0x50106250,0,(11:31),R/W,
SML1,rxctrl_loph_wait_after_apply,0x50106254,0,(0:16),R/W,Time to wait after LOPH apply (5ms @ 13.56)
SML1,spare_rxctrl_loph_config,0x50106254,0,(17:31),R/W,
SML1,rxctrl_bbagc_rst_apply_wait_time,0x50106258,0,(0:5),R/W,Time to wait after asserting reset before de-asserting (4.4 us @13.56 MHz)
SML1,rxctrl_bbagc_wait_after_apply,0x50106258,0,(6:22),R/W,Time to wait after BBAGC apply (5ms @ 13.56)
SML1,spare_rxctrl_bbagc_ld_config,0x50106258,0,(23:31),R/W,
SML1,rxctrl_mode,0x5010625C,0,(0:2),R/W,Define mode of operation                                     000 -> TA RFAGC                                     001  -> TA DCOC                                     010  -> TA TOPH                                     011  -> BBAGC Reset                                     100 -> OD
SML1,spare_rxctrl_mode,0x5010625C,0,(3:31),R/W,
SML1,rxctrl_start,0x50106260,0,(0:0),R/W,Trigger the Start of operation From RegFile
SML1,Reserved,0x50106260,0,(1:7),R/W,
SML1,rxctrl_done_ta_clr,0x50106260,0,(8:8),R/W,Clear the Done signal genrated after TA sequence
SML1,Reserved,0x50106260,0,(9:15),R/W,
SML1,spare_rxctrl_strt,0x50106260,0,(16:31),R/W,
SML1,rxctrl_done_ta,0x50106264,0,(0:0),R,Flag to indicate that RX Ctrl operation is complete in TA mode
SML1,spare_rxctrl_status_1,0x50106264,0,(1:7),R,
SML1,rxctrl_busy_od,0x50106264,0,(8:8),R, Flag to indicate status of RX Ctrl in  OD mode
SML1,spare_rxctrl_status_2,0x50106264,0,(9:15),R,
SML1,rxctrl_failed,0x50106264,0,(16:16),R,Flag to indicate that last RX Ctrl operation failed 
SML1,spare_rxctrl_status_3,0x50106264,0,(17:23),R,
SML1,rxctrl_rfagc_failed_sync,0x50106264,0,(24:24),R, Failed Flag from RF AGC after synchronization
SML1,rxctrl_dcoc_failed,0x50106264,0,(25:25),R,Failed Flag from DCOC
SML1,rxctrl_bbagc_failed,0x50106264,0,(26:26),R,Failed Flag from BBAGC
SML1,rxctrl_loph_failed,0x50106264,0,(27:27),R,Failed Flag from LOPH
SML1,spare_rxctrl_status_4,0x50106264,0,(28:31),R,
SML1,spare_rxctrl_status,0x50106268,0,(0:31),R,
SML1,spare_rxctrl_ta1,0x5010626C,0,(0:31),R/W,
SML1,spare_rxctrl_ta2,0x50106270,0,(0:31),R/W,
SML1,spare_rd_rxctrl_ta,0x50106274,0,(0:31),R,
SML1,txctrl_pactrl_sft_shut_done_mode,0x50106278,0,(0:1),R/W,Define the Done after applying start or shut                                                   0 -> Wait for change done Rising edge  (Required mainly in R/W mode)                                                   1 -> Wait for PA Done to be low (Required mainly in CE mode)                                                   2-> Wait for PA Done to be High (Required when shutting down in both)                                                   3 -> Bypass the done
SML1,txctrl_pactrl_strt_shut_wait,0x50106278,0,(2:18),R/W,Time to wait after starting or shuting the PA controller(5 ms @13.56 MHz)
SML1,spare_txctrl_pactrl_config,0x50106278,0,(19:31),R/W,
SML1,txctrl_txldoctrl_pi_start_order,0x5010627C,0,(0:0),R/W,Required order to start TX LDO & PI                                                                 0 -> TX LDO first                                                                 1 -> PI first
SML1,txctrl_txldoctrl_pi_wait,0x5010627C,0,(1:10),R/W,Time to wait between starting TX LDO and chaning PI word (0 shall trigger both at same time)(75  us @13.56 MHz)
SML1,txctrl_txldoctrl_chk_done,0x5010627C,0,(11:11),R/W, Check the Done signal before going to settling time
SML1,txctrl_txldoctrl_strt_shut_wait,0x5010627C,0,(12:28),R/W, Time to wait after starting or shuting the TX LDO controller(5 ms @13.56 MHz)
SML1,spare_txctrl_txldoctrl_config,0x5010627C,0,(29:31),R/W,
SML1,txctrl_dcdc_strt_shut_wait,0x50106280,0,(0:16),R/W,Time to wait after starting or shuting the DCDC (5 ms @13.56 MHz)
SML1,spare_txctrl_dcdc_config,0x50106280,0,(17:31),R/W,
SML1,txctrl_loop_apply_same_time,0x50106284,0,(0:0),R/W, Apply PA   TXLDO and PI at same time  
SML1,txctrl_loop_apply_pactrl_change,0x50106284,0,(1:1),R/W,Apply PA Change when applying the Loop
SML1,txctrl_loop_update_lut_row_num_en,0x50106284,0,(2:2),R/W, Enable Updating  LUT row number
SML1,txctrl_loop_chk_txldoctrl_done,0x50106284,0,(3:3),R/W,Check the TXLDO ctrl Done signal before going to settling time
SML1,txctrl_loop_chk_pactrl_change_done,0x50106284,0,(4:4),R/W, Check the PA ctrl Change Done signal before going to settling time 
SML1,txctrl_loop_first_order,0x50106284,0,(5:6),R/W,First sequence to be applied                                                     00 ->PI                                                     01 -> TXLDO                                                     01 -> PA                                                     11 -> Reserved
SML1,txctrl_loop_second_order,0x50106284,0,(7:8),R/W,Second sequence to be applied                                                     00 ->PI                                                     01 -> TXLDO                                                     01 -> PA                                                     11 -> Reserved
SML1,txctrl_loop_third_order,0x50106284,0,(9:10),R/W, Third sequence to be applied                                                     00 ->PI                                                     01 -> TXLDO                                                     01 -> PA                                                     11 -> Reserved
SML1,txctrl_loop_pa_pi_txldo_first_wait,0x50106284,0,(11:20),R/W,Time to wait after applying first operation (75 us @13.56 MHz)
SML1,txctrl_loop_pa_pi_txldo_second_wait,0x50106284,0,(21:30),R/W,Time to wait after applying second operation (75 us @13.56 MHz)
SML1,Reserved,0x50106284,0,(31:31),R/W,
SML1,txctrl_current_loop,0x50106288,0,(0:2),R/W,Define the current Loop that the TX ctrl shall capture from 000 -> APC 001 -> LMAC 010 -> MI 011 -> APC OR MI 100 -> APC and MI
SML1,Reserved,0x50106288,0,(3:7),R/W,
SML1,txctrl_loop_wait_after_apply,0x50106288,0,(8:24),R/W,Time to wait after Loop apply (5ms @ 13.56)
SML1,spare_txctrl_loop_apply_config_1,0x50106288,0,(25:31),R/W,
SML1,txctrl_mode,0x5010628C,0,(0:3),R/W,Define mode of operation                                       000 -> PA Enable                                       001 -> PA Disable                                       010 -> TX LDO & PI Enable                                       011 -> TX LDO & PI Disable                                        100 -> DCDC Enable                                       101 -> DCDC Disable                                       110 -> APC/LMAC/MI Apply                                       111 -> OD
SML1,txctrl_start_mode_sel,0x5010628C,0,(4:4),R/W,Select the mode of start whether                                                  0 -> From Regfile                                                  1 -> From GPIO
SML1,txctrl_done_ta_clr_mode_sel,0x5010628C,0,(5:5),R/W,Select the mode of TA Clear whether                                                            0 -> From Regfile                                                            1 -> From GPIO
SML1,Reserved,0x5010628C,0,(6:7),R/W,
SML1,txctrl_gating_value_bfr_opera_en,0x5010628C,0,(8:8),R/W,
SML1,txctrl_gating_value_bfr_opera,0x5010628C,0,(9:9),R/W,
SML1,txctrl_gating_value_aftr_opera_en,0x5010628C,0,(10:10),R/W,
SML1,txctrl_gating_value_aftr_opera,0x5010628C,0,(11:11),R/W,
SML1,spare_txctrl_mode,0x5010628C,0,(12:31),R/W,
SML1,txctrl_start,0x50106290,0,(0:0),R/W,Trigger the Start of operation From RegFile 
SML1,Reserved,0x50106290,0,(1:7),R/W,
SML1,txctrl_done_ta_clr,0x50106290,0,(8:8),R/W,Clear the Done signal genrated after TA sequence
SML1,Reserved,0x50106290,0,(9:15),R/W,
SML1,spare_txctrl_strt,0x50106290,0,(16:31),R/W,
SML1,txctrl_done_ta,0x50106294,0,(0:0),R,Flag to indicate that TX Ctrl operation is complete in TA mode
SML1,spare_txctrl_status_1,0x50106294,0,(1:7),R,
SML1,txctrl_od_busy,0x50106294,0,(8:8),R,Flag to indicate status of TX Ctrl in  OD mode
SML1,spare_txctrl_status_2,0x50106294,0,(9:31),R,
SML1,spare_txctrl_ta1,0x50106298,0,(0:31),R/W,
SML1,spare_txctrl_ta2,0x5010629C,0,(0:31),R/W,
SML1,spare_rd_txctrl_ta,0x501062A0,0,(0:31),R,
SML1,ctrl_od_busy,0x501062A4,0,(0:0),R,
SML1,spare_rd_busy_od,0x501062A4,0,(1:31),R,
SML1,rxctrl_rfagc_od_en,0x501062A8,0,(0:0),R/W,Enable RF AGC during OD mode
SML1,rxctrl_dcoc_od_en,0x501062A8,1,(1:1),R/W,Enable DCOC during OD mode
SML1,rxctrl_bbagc_od_en,0x501062A8,1,(2:2),R/W,Enable BBAGC during OD mode
SML1,rxctrl_txctrl_od_en,0x501062A8,1,(3:3),R/W,Enable TX Ctrl during OD mode
SML1,rxctrl_hold_last_priority_at_od_strt,0x501062A8,0,(4:4),R/W,Hold the priority of the last applied loop instead going to the start priority
SML1,rxctrl_rfagc_chng_confg_after_err,0x501062A8,0,(5:5),R/W,Enable changing the configuration after  detecting an error
SML1,rxctrl_dcoc_chng_confg_after_err,0x501062A8,1,(6:6),R/W,Enable changing DCOC configuration after error
SML1,rxctrl_txctrl_busy_en,0x501062A8,1,(7:7),R/W,Enable sending busy to TX ctrl
SML1,rxctrl_od_strt_op,0x501062A8,0,(8:15),R/W,Start operation in OD mode after every loop 0 -> RF AGC 1 -> DCOC 2 -> BB AGC 3 -> TX ctrl
SML1,rxctrl_rfagc_err_req_first,0x501062A8,1,(16:16),R/W,Check Error without the need a trigger or waiting  the programmable time and modem dead zone
SML1,rxctrl_dcoc_err_req_first,0x501062A8,1,(17:17),R/W,Check Error without the need a trigger or waiting  the programmable time and modem dead zone
SML1,rxctrl_bbagc_err_req_first,0x501062A8,1,(18:18),R/W,Check Error without the need a trigger or waiting  the programmable time and modem dead zone
SML1,Reserved,0x501062A8,0,(19:19),R/W,
SML1,rxctrl_rfagc_err_req_bypass,0x501062A8,0,(20:20),R/W,Bypass the Error as a trigger source for applying RFAGC
SML1,rxctrl_dcoc_err_req_bypass,0x501062A8,0,(21:21),R/W,Bypass the Error as a trigger source for applying DCOC
SML1,rxctrl_bbagc_err_req_bypass,0x501062A8,0,(22:22),R/W,Bypass the Error as a trigger source for applying BBAGC
